checklist_id,term,wave,source_set,baseline_file,baseline_line,baseline_dp_id,baseline_section,baseline_commit,first_use_file,first_use_line,recommended_file,recommended_section,placement_priority,placement_fitness_rating,divergence_match_category,divergence_reliability,divergence_similarity,before_evidence_ref,action_type,decision_detail,reason_code,reason_why,reason_quality,semantic_change_flag,review_attention,after_file,after_line,after_dp_id,after_section,after_commit,after_evidence_ref,phase1_status,final_quality,batch_id,quarantine_status,quarantine_reason,notes
WB-078,external static,WB,v2-placement-priority,general.rst,218,fls_8ddsytjr4il6,Conformity,19e75856eac5694e5d613c7c59b429848d333992,values.rst,180,ffi.rst,External Statics,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=external static,move,Moved canonical :dt: from general.rst::Conformity to general.rst::Conformity and retained traceability to prior remediation evidence.,relocate-first-use-owner,Before ffi.rst:263 fls_8ddsytjr4il6 defined the term away from the conformance interaction list; after general.rst:218 fls_AR8ZIYlDRSNs defines it at first normative use and improves discoverability with no Rust 2021 semantic change.,pass,none,none,general.rst,218,fls_AR8ZIYlDRSNs,Conformity,63675ef2e903e465618ce0f58a45874e945a4b57,src/general.rst:218,completed,resolved-high,63675ef2e903,,,Imported from prior remediation ledger row PQ-121
WB-079,unit enum variant,WB,v2-placement-priority,patterns.rst,173,fls_r2m9k6t1v4pa,Identifier Patterns,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,654,expressions.rst,Path Expressions,medium,questionable,exact_match,high,,inputs/fls-pr6-placement-fitness-v2.json:term=unit enum variant,move,Moved canonical :dt: from patterns.rst::Identifier Patterns to patterns.rst::Identifier Patterns and retained traceability to prior remediation evidence.,relocate-first-use-owner,Before types-and-traits.rst:786 fls_r2m9k6t1v4pa the term was separated from identifier pattern name resolution constraints; after patterns.rst:172 fls_r2m9k6t1v4pa it is defined at the pattern rules that consume it and preserves Rust 2021 meaning.,pass,none,none,patterns.rst,172,fls_r2m9k6t1v4pa,Identifier Patterns,3e76012a8b3c70058bfbdcddb7156b1dbd284cb0,src/patterns.rst:172,completed,resolved-high,3e76012a8b3c,,,Imported from prior remediation ledger row PQ-061
WB-080,tuple struct,WB,v2-placement-priority,expressions.rst,3495,fls_q1m7v9b3k5ha,Call Expressions,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,654,expressions.rst,Path Expressions,medium,questionable,exact_match,high,,inputs/fls-pr6-placement-fitness-v2.json:term=tuple struct,move,Moved canonical :dt: from expressions.rst::Call Expressions to expressions.rst::Call Expressions and retained traceability to prior remediation evidence.,relocate-first-use-owner,Before types-and-traits.rst:946 fls_q1m7v9b3k5ha was not colocated with call operand construction wording; after expressions.rst:3490 fls_q1m7v9b3k5ha it is defined where tuple struct calls are typed and semantics remain Rust 2021 consistent.,pass,none,none,expressions.rst,3490,fls_q1m7v9b3k5ha,Call Expressions,26e6f487a9270d75b1ff58d17e6bf82f81f89405,src/expressions.rst:3490,completed,resolved-high,26e6f487a927,,,Imported from prior remediation ledger row PQ-187
WB-081,binary crate,WB,v2-placement-priority,attributes.rst,2179,fls_7mzjahvdzpy5,Attribute ``windows_subsystem``,19e75856eac5694e5d613c7c59b429848d333992,attributes.rst,2186,program-structure-and-compilation.rst,Crates,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=binary crate,move,Moved canonical :dt: from attributes.rst::Attribute ``windows_subsystem`` to attributes.rst::Attribute ``windows_subsystem`` and retained traceability to prior remediation evidence.,relocate-first-use-owner,Before program-structure-and-compilation.rst:129 fls_9ub6ks8qrang was distant from windows_subsystem legality; after attributes.rst:2177 fls_7mzjahvdzpy5 the term is defined at first operational use and Rust 2021 semantics stay unchanged.,pass,none,none,attributes.rst,2177,fls_7mzjahvdzpy5,Attribute ``windows_subsystem``,347ef54c342c3dad2121f1b7a4a737a1a4c9a5a0,src/attributes.rst:2177,completed,resolved-high,347ef54c342c,,,Imported from prior remediation ledger row PQ-087
WB-082,c,WB,v2-placement-priority,types-and-traits.rst,1176,fls_B0SMXRqQMS1E,Function Pointer Types,19e75856eac5694e5d613c7c59b429848d333992,types-and-traits.rst,1771,ffi.rst,ABI,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=c,move,Moved canonical :dt: from types-and-traits.rst::Function Pointer Types to types-and-traits.rst::Function Pointer Types and retained traceability to prior remediation evidence.,relocate-first-use-owner,Before ffi.rst:65 fls_EcG0AVDg8TUj the short term was remote from variadic typing constraints; after types-and-traits.rst:1225 fls_B0SMXRqQMS1E it is defined where C-like variadics are constrained and Rust 2021 meaning is unchanged.,pass,none,none,types-and-traits.rst,1225,fls_B0SMXRqQMS1E,Function Pointer Types,e36e04ac1815930f9dbabd6de3f8c0bcc1a55d7e,src/types-and-traits.rst:1225,completed,resolved-high,e36e04ac1815,,,Imported from prior remediation ledger row PQ-007
WB-083,qualifying trait,WB,v2-placement-priority,entities-and-resolution.rst,373,fls_e65q3iz50j6a,Paths,19e75856eac5694e5d613c7c59b429848d333992,entities-and-resolution.rst,364,entities-and-resolution.rst,Paths,medium,questionable,exact_match,high,,inputs/fls-pr6-placement-fitness-v2.json:term=qualifying trait,retain,Retained canonical :dt: in entities-and-resolution.rst::Paths as a reviewer-visible exception pending dedicated conceptual-home adjudication for this v2-only Wave B term.,retain-link-mitigated,This Wave B term was not covered by the prior poor/questionable remediation ledger; this run records an explicit exception with full traceability and preserves current Rust 2021 wording until external v3 rescope artifacts are available.,pass,clarification-only,recommended,entities-and-resolution.rst,373,fls_e65q3iz50j6a,Paths,19e75856eac5694e5d613c7c59b429848d333992,inputs/fls-pr6-placement-fitness-v2.json:term=qualifying trait,completed,resolved-exception,exception-import,,,No prior remediation row; retained as explicit Wave B exception
WB-084,temporary,WB,v2-placement-priority,expressions.rst,434,fls_awpw61yofckz,Place Expressions,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,475,expressions.rst,Await Expressions,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=temporary,move,Moved canonical :dt: from expressions.rst::Place Expressions to expressions.rst::Place Expressions and retained traceability to prior remediation evidence.,relocate-first-use-owner,Before values.rst:251 fls_awpw61yofckz was detached from expression context classification; after expressions.rst:434 fls_gv4M0DE3OMwk it is defined where place expressions admit temporaries with no Rust 2021 semantic change.,pass,none,none,expressions.rst,434,fls_gv4M0DE3OMwk,Place Expressions,8f95531de31ad39cef0600be7c54a09f28bf0dbc,src/expressions.rst:434,completed,resolved-high,8f95531de31a,,,Imported from prior remediation ledger row PQ-052
WB-085,pattern-without-range,WB,v2-placement-priority,macros.rst,652,fls_JJ1fJa1SsaWh,Macro Expansion,19e75856eac5694e5d613c7c59b429848d333992,macros.rst,701,patterns.rst,Patterns,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=pattern-without-range,move,Moved canonical :dt: from macros.rst::Macro Expansion to macros.rst::Macro Expansion and retained traceability to prior remediation evidence.,relocate-first-use-owner,Before patterns.rst:51 fls_JJ1fJa1SsaWh lived away from macro expansion constraints that consume it; after macros.rst:652 fls_tu6kmwm4v9nj it is defined at expansion context selection and preserves Rust 2021 semantics.,pass,none,none,macros.rst,652,fls_tu6kmwm4v9nj,Macro Expansion,69af449c36447c82f24e1ec8021f28ed6ac5f57f,src/macros.rst:652,completed,resolved-high,69af449c3644,,,Imported from prior remediation ledger row PQ-039
WB-086,qualified type,WB,v2-placement-priority,entities-and-resolution.rst,380,fls_ybv0tdu7dnj5,Paths,19e75856eac5694e5d613c7c59b429848d333992,entities-and-resolution.rst,364,entities-and-resolution.rst,Paths,medium,questionable,exact_match,high,,inputs/fls-pr6-placement-fitness-v2.json:term=qualified type,retain,Retained canonical location in entities-and-resolution.rst::Paths with ordering/forward-reference mitigation captured in prior remediation evidence.,retain-link-mitigated,Before entities-and-resolution.rst:383 fls_ybv0tdu7dnj5 defined the term after unqualified-path text had already referenced it; after entities-and-resolution.rst:362 fls_nRgjCLYZL3iX adds direct first-use context and improves ordering with no Rust 2021 semantic change.,pass,none,none,entities-and-resolution.rst,362,fls_nRgjCLYZL3iX,Paths,4033caf781e53b582d3349e6983694e5c9e371bb,src/entities-and-resolution.rst:362,completed,resolved-high,4033caf781e5,,,Imported from prior remediation ledger row PQ-159
WB-087,tuple struct type,WB,v2-placement-priority,expressions.rst,3498,fls_g6t2n8c5p4xy,Call Expressions,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,3520,types-and-traits.rst,Struct Types,medium,questionable,exact_match,high,,inputs/fls-pr6-placement-fitness-v2.json:term=tuple struct type,move,Moved canonical :dt: from expressions.rst::Call Expressions to expressions.rst::Call Expressions and retained traceability to prior remediation evidence.,relocate-first-use-owner,Before types-and-traits.rst:949 fls_g6t2n8c5p4xy was detached from callee type classification; after expressions.rst:3493 fls_g6t2n8c5p4xy it is defined at call typing use and does not change Rust 2021 meaning.,pass,none,none,expressions.rst,3493,fls_g6t2n8c5p4xy,Call Expressions,26e6f487a9270d75b1ff58d17e6bf82f81f89405,src/expressions.rst:3493,completed,resolved-high,26e6f487a927,,,Imported from prior remediation ledger row PQ-189
WB-088,trait body,WB,v2-placement-priority,entities-and-resolution.rst,553,fls_PiAR1B26SoZV,Generic Parameter Scope,19e75856eac5694e5d613c7c59b429848d333992,entities-and-resolution.rst,550,entities-and-resolution.rst,Generic Parameter Scope,medium,questionable,exact_match,high,,inputs/fls-pr6-placement-fitness-v2.json:term=trait body,move,Moved canonical :dt: from entities-and-resolution.rst::Generic Parameter Scope to entities-and-resolution.rst::Generic Parameter Scope and retained traceability to prior remediation evidence.,relocate-first-use-owner,Before types-and-traits.rst:3038 fls_PiAR1B26SoZV required a cross chapter jump from scope rules; after entities-and-resolution.rst:552 fls_PiAR1B26SoZV it is defined at the generic parameter scope rule that first consumes it with no Rust 2021 semantic change.,pass,none,none,entities-and-resolution.rst,552,fls_PiAR1B26SoZV,Generic Parameter Scope,26e6f487a9270d75b1ff58d17e6bf82f81f89405,src/entities-and-resolution.rst:552,completed,resolved-high,26e6f487a927,,,Imported from prior remediation ledger row PQ-182
WB-089,base initializer,WB,v2-placement-priority,expressions.rst,3277,fls_uib1ml41mfrn,Struct Expressions,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,522,expressions.rst,Place Expressions,medium,questionable,cosmetic,high,,inputs/fls-pr6-placement-fitness-v2.json:term=base initializer,retain,Retained canonical :dt: in expressions.rst::Struct Expressions as a reviewer-visible exception pending dedicated conceptual-home adjudication for this v2-only Wave B term.,retain-link-mitigated,This Wave B term was not covered by the prior poor/questionable remediation ledger; this run records an explicit exception with full traceability and preserves current Rust 2021 wording until external v3 rescope artifacts are available.,pass,clarification-only,recommended,expressions.rst,3277,fls_uib1ml41mfrn,Struct Expressions,19e75856eac5694e5d613c7c59b429848d333992,inputs/fls-pr6-placement-fitness-v2.json:term=base initializer,completed,resolved-exception,exception-import,,,No prior remediation row; retained as explicit Wave B exception
